geom,country_code,code,name,fishing_port,landing_place,commercial_port,enabled
"SRID=4326;MULTIPOINT(9.127 53.895)",DEU,DEBRB,Brunsbüttel,Y,N,Y,Y
"SRID=4326;MULTIPOINT(8.573 53.537)",DEU,DEBRV,BREMERHAVEN,Y,N,Y,Y
"SRID=4326;MULTIPOINT(11.191 54.422)",DEU,DEBSK,BURGSTAAKEN,Y,N,Y,Y
"SRID=4326;MULTIPOINT(8.85 54.133)",DEU,DEBUM,Büsum,Y,N,Y,Y
"SRID=4326;MULTIPOINT(13.6 54.4)",DEU,DEBZR,BINZ,Y,N,N,Y
"SRID=4326;MULTIPOINT(8.7 53.867)",DEU,DECUX,CUXHAVEN,Y,N,Y,Y
"SRID=4326;MULTIPOINT(8.692 54.732)",DEU,DEDAG,Dagebüll,Y,N,Y,Y
"SRID=4326;MULTIPOINT(8.11 53.447)",DEU,DEDAN,Dangast,Y,N,N,Y
"SRID=4326;MULTIPOINT(10.025 54.582)",DEU,DEDAP,DAMP,Y,N,N,Y
"SRID=4326;MULTIPOINT(9.986 54.72)",DEU,DEDCT,DRECHT,Y,N,N,Y
"SRID=4326;MULTIPOINT(11.09 54.218)",DEU,DEDHI,Dahme,Y,N,N,Y
"SRID=4326;MULTIPOINT(12.365 54.295)",DEU,DEDIA,DIERHAGEN,Y,N,N,Y
"SRID=4326;MULTIPOINT(7.281 53.317)",DEU,DEDIT,DITZUM,Y,N,N,Y
"SRID=4326;MULTIPOINT(13.233 54.628)",DEU,DEDRA,DRANSKE,Y,N,Y,Y
"SRID=4326;MULTIPOINT(9.838 54.475)",DEU,DEECK,Eckernförde,Y,N,Y,Y
"SRID=4326;MULTIPOINT(8.85 54.267)",DEU,DEEIK,EIDERLOCKSPERRWERK,Y,N,N,Y
"SRID=4326;MULTIPOINT(7.2 53.367)",DEU,DEEME,EMDEN,Y,N,Y,Y
"SRID=4326;MULTIPOINT(8.355 53.595)",DEU,DEFEZ,FEDDERWARDERSIEL,Y,N,N,Y
"SRID=4326;MULTIPOINT(9.957 54.771)",DEU,DEFHO,FALSHOEFT,Y,N,N,Y
"SRID=4326;MULTIPOINT(9.543 53.727)",DEU,DEFLA,FLEIEN,Y,N,N,Y
"SRID=4326;MULTIPOINT(9.43 54.802)",DEU,DEFLF,FLENSBURG,Y,N,Y,Y
"SRID=4326;MULTIPOINT(13.726 54.134)",DEU,DEFRJ,FREEST,Y,N,N,Y
"SRID=4326;MULTIPOINT(10.179 54.393)",DEU,DEFRO,FRIEDRICHSORT,Y,N,N,Y
"SRID=4326;MULTIPOINT(9.527 54.84)",DEU,DEGCK,GLUECKSBURG,Y,N,N,Y
"SRID=4326;MULTIPOINT(9.082 53.797)",DEU,DEGEV,GEVERSDORF,Y,N,N,Y
"SRID=4326;MULTIPOINT(13.738 54.342)",DEU,DEGHS,GÖHREN,Y,N,N,Y
"SRID=4326;MULTIPOINT(9.417 53.783)",DEU,DEGLU,Glückstadt,Y,N,Y,Y
"SRID=4326;MULTIPOINT(13.471 54.569)",DEU,DEGLY,GLOWE,Y,N,N,Y
"SRID=4326;MULTIPOINT(12.25 54.25)",DEU,DEGMX,Graal-Müritz,Y,N,N,Y
"SRID=4326;MULTIPOINT(13.383 54.083)",DEU,DEGRD,GREIFSWALD,Y,N,Y,Y
"SRID=4326;MULTIPOINT(7.1 53.5)",DEU,DEGRE,GREETSIEL,Y,N,N,Y
"SRID=4326;MULTIPOINT(11.104 54.364)",DEU,DEGRO,GROSSENBRODE,Y,N,N,Y
"SRID=4326;MULTIPOINT(10.752 53.907)",DEU,DEGTM,LÜBECK-GOTHMUND,Y,N,N,Y
"SRID=4326;MULTIPOINT(13.323 54.172)",DEU,DEGTW,GRISTOW,Y,N,N,Y
"SRID=4326;MULTIPOINT(13.681 54.307)",DEU,DEGXG,Gager,Y,N,N,Y
"SRID=4326;MULTIPOINT(13.683 54.296)",DEU,DEGZ4,GROSS-ZICKER,Y,N,N,Y
"SRID=4326;MULTIPOINT(10.95 54.133)",DEU,DEGZZ,GROEMITZ,Y,N,N,Y
"SRID=4326;MULTIPOINT(9.678 53.572)",DEU,DEHAM,HAMBURG,Y,N,Y,Y
"SRID=4326;MULTIPOINT(14.167 53.96)",DEU,DEHDF,HERINGSDORF,Y,N,N,Y
"SRID=4326;MULTIPOINT(10.197 54.375)",DEU,DEHED,HEIKENDORF,Y,N,N,Y
"SRID=4326;MULTIPOINT(8.542 54.577)",DEU,DEHGE,HOOGE,Y,N,N,Y
"SRID=4326;MULTIPOINT(7.9 54.183)",DEU,DEHGL,HELGOLAND,Y,N,Y,Y
"SRID=4326;MULTIPOINT(10.983 54.373)",DEU,DEHHF,HEILIGENHAFEN,Y,N,Y,Y
"SRID=4326;MULTIPOINT(9.572 53.63)",DEU,DEHLO,HASELDORF,Y,N,N,Y
"SRID=4326;MULTIPOINT(9.14 54.338)",DEU,DEHNX,Hennstedt,Y,N,N,Y
"SRID=4326;MULTIPOINT(9.297 54.017)",DEU,DEHOD,HOCHDONN,Y,N,Y,Y
"SRID=4326;MULTIPOINT(8.083 53.642)",DEU,DEHOO,HOOKSIEL,Y,N,N,Y
"SRID=4326;MULTIPOINT(8.022 53.685)",DEU,DEHOS,HORUMERSIEL,Y,N,N,Y
"SRID=4326;MULTIPOINT(9.6 53.603)",DEU,DEHQN,HETLINGEN,Y,N,N,Y
"SRID=4326;MULTIPOINT(8.297 54.758)",DEU,DEHRM,Hörnum-Sylt,Y,N,Y,Y
"SRID=4326;MULTIPOINT(7.808 53.707)",DEU,DEHSX,HARLESIEL,Y,N,N,Y
"SRID=4326;MULTIPOINT(9.045 54.475)",DEU,DEHUS,HUSUM,Y,N,Y,Y
"SRID=4326;MULTIPOINT(10.523 54.375)",DEU,DEHUV,HUBERTSBERG,Y,N,N,Y
"SRID=4326;MULTIPOINT(8.333 54.65)",DEU,DEIAM,Amrum,Y,N,N,Y
"SRID=4326;MULTIPOINT(9.492 53.922)",DEU,DEITZ,ITZEHOE,Y,N,Y,Y
"SRID=4326;MULTIPOINT(13.828 54.113)",DEU,DEKAJ,Karlshagen,Y,N,N,Y
"SRID=4326;MULTIPOINT(9.935 54.658)",DEU,DEKAP,KAPPELN,Y,N,Y,Y
"SRID=4326;MULTIPOINT(14.207 53.87)",DEU,DEKAV,Kamminke,Y,N,N,Y
"SRID=4326;MULTIPOINT(11.44 53.995)",DEU,DEKDM,KIRCHDORF,Y,N,N,Y
"SRID=4326;MULTIPOINT(10.157 54.333)",DEU,DEKEL,KIEL,Y,N,Y,Y
"SRID=4326;MULTIPOINT(9.839 54.607)",DEU,DEKEY,KETELSBY,Y,N,N,Y
"SRID=4326;MULTIPOINT(9.968 54.731)",DEU,DEKGA,KRONSGAARD,Y,N,N,Y
"SRID=4326;MULTIPOINT(9.607 53.672)",DEU,DEKLV,KLEVENDEICH,Y,N,N,Y
"SRID=4326;MULTIPOINT(13.109 54.587)",DEU,DEKLY,KLOSTER,Y,N,N,Y
"SRID=4326;MULTIPOINT(9.408 53.91)",DEU,DEKNO,Kasenort,Y,N,N,Y
"SRID=4326;MULTIPOINT(14.023 54.039)",DEU,DEKOC,KOELPINSEE,Y,N,N,Y
"SRID=4326;MULTIPOINT(9.488 53.725)",DEU,DEKOL,KOLLMAR,Y,N,N,Y
"SRID=4326;MULTIPOINT(13.757 54.122)",DEU,DEKSL,Kröslin,Y,N,N,Y
"SRID=4326;MULTIPOINT(14.003 54.051)",DEU,DEKSW,KOSEROW,Y,N,N,Y
"SRID=4326;MULTIPOINT(11.742 54.147)",DEU,DEKU3,Kühlungsborn,Y,N,N,Y
"SRID=4326;MULTIPOINT(9.559 53.664)",DEU,DEKZD,KREUZDEICH,Y,N,N,Y
"SRID=4326;MULTIPOINT(13.692 54.28)",DEU,DEKZR,KLEIN-ZICKER,Y,N,N,Y
"SRID=4326;MULTIPOINT(10.218 54.403)",DEU,DELAB,LABOE,Y,N,N,Y
"SRID=4326;MULTIPOINT(13.5 54.342)",DEU,DELAK,"Lauterbach, Rügen",Y,N,N,Y
"SRID=4326;MULTIPOINT(13.719 54.319)",DEU,DELB2,LOBBE,Y,N,N,Y
"SRID=4326;MULTIPOINT(10.7 53.89)",DEU,DELBC,Lübeck,Y,N,Y,Y
"SRID=4326;MULTIPOINT(9.654 54.821)",DEU,DELGY,LANGBALLIGAU,Y,N,N,Y
"SRID=4326;MULTIPOINT(9.983 54.515)",DEU,DELHZ,LANGHOLZ,Y,N,N,Y
"SRID=4326;MULTIPOINT(8.44 55.017)",DEU,DELIS,List/Sylt,Y,N,Y,Y
"SRID=4326;MULTIPOINT(9.827 54.593)",DEU,DELIX,LINDAUNIS,Y,N,N,Y
"SRID=4326;MULTIPOINT(11.09 54.446)",DEU,DELMK,LEMKENHAFEN,Y,N,N,Y
"SRID=4326;MULTIPOINT(10.65 54.333)",DEU,DELPA,LIPPE,Y,N,N,Y
"SRID=4326;MULTIPOINT(13.855 53.951)",DEU,DELSA,LASSAN,Y,N,N,Y
"SRID=4326;MULTIPOINT(10.793 53.885)",DEU,DELSP,LÜBECK-SCHLUTUP,Y,N,N,Y
"SRID=4326;MULTIPOINT(13.51 54.483)",DEU,DELZW,LIETZOW,Y,N,N,Y
"SRID=4326;MULTIPOINT(9.992 54.685)",DEU,DEMAO,MAASHOLM,Y,N,N,Y
"SRID=4326;MULTIPOINT(8.952 54.093)",DEU,DEMEL,Meldorf,Y,N,N,Y
"SRID=4326;MULTIPOINT(13.967 53.768)",DEU,DEMKB,MOENKEBUDE,Y,N,N,Y
"SRID=4326;MULTIPOINT(8.358 54.918)",DEU,DEMNK,MUNKMARSCH,Y,N,N,Y
"SRID=4326;MULTIPOINT(11.249 54.423)",DEU,DEMSY,MEESCHENDORF,Y,N,N,Y
"SRID=4326;MULTIPOINT(10.967 53.9)",DEU,DEMVD,DASSOW,Y,N,N,Y
"SRID=4326;MULTIPOINT(9.567 53.733)",DEU,DENBM,Neuendorf bei Elmshorn,Y,N,N,Y
"SRID=4326;MULTIPOINT(9.017 53.9)",DEU,DENEF,NEUFELD,Y,N,N,Y
"SRID=4326;MULTIPOINT(13.333 54.547)",DEU,DENEK,"Neuenkirchen, Rügen",Y,N,N,Y
"SRID=4326;MULTIPOINT(10.812 54.105)",DEU,DENHO,"Neustadt, Holstein",Y,N,Y,Y
"SRID=4326;MULTIPOINT(7.703 53.7)",DEU,DENHS,NEUHARLINGERSIEL,Y,N,Y,Y
"SRID=4326;MULTIPOINT(9.744 54.802)",DEU,DENKX,Neukirchen,Y,N,N,Y
"SRID=4326;MULTIPOINT(13.583 54.483)",DEU,DENMK,NEU MUKRAN,Y,N,N,Y
"SRID=4326;MULTIPOINT(7.158 53.625)",DEU,DENOE,NORDDEICH,Y,N,Y,Y
"SRID=4326;MULTIPOINT(8.808 54.498)",DEU,DENOR,NORDSTRAND,Y,N,Y,Y
"SRID=4326;MULTIPOINT(13.092 54.525)",DEU,DENOZ,"NEUENDORF, HIDDENSEE",Y,N,N,Y
"SRID=4326;MULTIPOINT(13.61 54.335)",DEU,DENRZ,NEU REDDEVITZ,Y,N,N,Y
"SRID=4326;MULTIPOINT(9.327 53.86)",DEU,DEOOF,Brokdorf,Y,N,N,Y
"SRID=4326;MULTIPOINT(12.533 54.383)",DEU,DEORD,BORN,Y,N,N,Y
"SRID=4326;MULTIPOINT(11.052 54.447)",DEU,DEORT,Orth/Fehmarn,Y,N,Y,Y
"SRID=4326;MULTIPOINT(9.863 54.753)",DEU,DEORV,OHRFELDHAFF,Y,N,N,Y
"SRID=4326;MULTIPOINT(12.682 54.381)",DEU,DEPCE,Pruchten,Y,N,N,Y
