geom,north,south,east,west,code,name,enabled
"SRID=4326;MULTIPOLYGON (((18.0000000000000990 34.5000000000000990, 18.0000000000000990 35.0000000000000990, 18.5000000000000990 35.0000000000000990, 18.5000000000000990 34.5000000000000990, 18.0000000000000990 34.5000000000000990)))",35.0,34.5,18.5,18.0,M09E8,GFCM,Y
"SRID=4326;MULTIPOLYGON (((18.5000000000000990 34.5000000000000990, 18.5000000000000990 35.0000000000000990, 19.0000000000000990 35.0000000000000990, 19.0000000000000990 34.5000000000000990, 18.5000000000000990 34.5000000000000990)))",35.0,34.5,19.0,18.5,M09E9,GFCM,Y
"SRID=4326;MULTIPOLYGON (((19.0000000000000990 34.5000000000000990, 19.0000000000000990 35.0000000000000990, 19.5000000000000990 35.0000000000000990, 19.5000000000000990 34.5000000000000990, 19.0000000000000990 34.5000000000000990)))",35.0,34.5,19.5,19.0,M09F0,GFCM,Y
"SRID=4326;MULTIPOLYGON (((19.5000000000000990 34.5000000000000990, 19.5000000000000990 35.0000000000000990, 20.0000000000000990 35.0000000000000990, 20.0000000000000990 34.5000000000000990, 19.5000000000000990 34.5000000000000990)))",35.0,34.5,20.0,19.5,M09F1,GFCM,Y
"SRID=4326;MULTIPOLYGON (((20.0000000000000990 34.5000000000000990, 20.0000000000000990 35.0000000000000990, 20.5000000000000990 35.0000000000000990, 20.5000000000000990 34.5000000000000990, 20.0000000000000990 34.5000000000000990)))",35.0,34.5,20.5,20.0,M09F2,GFCM,Y
"SRID=4326;MULTIPOLYGON (((20.5000000000000990 34.5000000000000990, 20.5000000000000990 35.0000000000000990, 21.0000000000000990 35.0000000000000990, 21.0000000000000990 34.5000000000000990, 20.5000000000000990 34.5000000000000990)))",35.0,34.5,21.0,20.5,M09F3,GFCM,Y
"SRID=4326;MULTIPOLYGON (((21.0000000000000990 34.5000000000000990, 21.0000000000000990 35.0000000000000990, 21.5000000000000990 35.0000000000000990, 21.5000000000000990 34.5000000000000990, 21.0000000000000990 34.5000000000000990)))",35.0,34.5,21.5,21.0,M09F4,GFCM,Y
"SRID=4326;MULTIPOLYGON (((21.5000000000000990 34.5000000000000990, 21.5000000000000990 35.0000000000000990, 22.0000000000000990 35.0000000000000990, 22.0000000000000990 34.5000000000000990, 21.5000000000000990 34.5000000000000990)))",35.0,34.5,22.0,21.5,M09F5,GFCM,Y
"SRID=4326;MULTIPOLYGON (((22.0000000000000990 34.5000000000000990, 22.0000000000000990 35.0000000000000990, 22.5000000000000990 35.0000000000000990, 22.5000000000000990 34.5000000000000990, 22.0000000000000990 34.5000000000000990)))",35.0,34.5,22.5,22.0,M09F6,GFCM,Y
"SRID=4326;MULTIPOLYGON (((22.5000000000000990 34.5000000000000990, 22.5000000000000990 35.0000000000000990, 23.0000000000000990 35.0000000000000990, 23.0000000000000990 34.5000000000000990, 22.5000000000000990 34.5000000000000990)))",35.0,34.5,23.0,22.5,M09F7,GFCM,Y
"SRID=4326;MULTIPOLYGON (((23.0000000000000990 34.5000000000000990, 23.0000000000000990 35.0000000000000990, 23.5000000000000990 35.0000000000000990, 23.5000000000000990 34.5000000000000990, 23.0000000000000990 34.5000000000000990)))",35.0,34.5,23.5,23.0,M09F8,GFCM,Y
"SRID=4326;MULTIPOLYGON (((23.5000000000000990 34.5000000000000990, 23.5000000000000990 35.0000000000000990, 24.0000000000000990 35.0000000000000990, 24.0000000000000990 34.5000000000000990, 23.5000000000000990 34.5000000000000990)))",35.0,34.5,24.0,23.5,M09F9,GFCM,Y
"SRID=4326;MULTIPOLYGON (((24.0000000000000990 34.5000000000000990, 24.0000000000000990 35.0000000000000990, 24.5000000000000990 35.0000000000000990, 24.5000000000000990 34.5000000000000990, 24.0000000000000990 34.5000000000000990)))",35.0,34.5,24.5,24.0,M09G0,GFCM,Y
"SRID=4326;MULTIPOLYGON (((24.5000000000000990 34.5000000000000990, 24.5000000000000990 35.0000000000000990, 25.0000000000000990 35.0000000000000990, 25.0000000000000990 34.5000000000000990, 24.5000000000000990 34.5000000000000990)))",35.0,34.5,25.0,24.5,M09G1,GFCM,Y
"SRID=4326;MULTIPOLYGON (((25.0000000000000990 34.5000000000000990, 25.0000000000000990 35.0000000000000990, 25.5000000000000990 35.0000000000000990, 25.5000000000000990 34.5000000000000990, 25.0000000000000990 34.5000000000000990)))",35.0,34.5,25.5,25.0,M09G2,GFCM,Y
"SRID=4326;MULTIPOLYGON (((25.5000000000000990 34.5000000000000990, 25.5000000000000990 35.0000000000000990, 26.0000000000000990 35.0000000000000990, 26.0000000000000990 34.5000000000000990, 25.5000000000000990 34.5000000000000990)))",35.0,34.5,26.0,25.5,M09G3,GFCM,Y
"SRID=4326;MULTIPOLYGON (((26.0000000000000990 34.5000000000000990, 26.0000000000000990 35.0000000000000990, 26.5000000000000990 35.0000000000000990, 26.5000000000000990 34.5000000000000990, 26.0000000000000990 34.5000000000000990)))",35.0,34.5,26.5,26.0,M09G4,GFCM,Y
"SRID=4326;MULTIPOLYGON (((26.5000000000000990 34.5000000000000990, 26.5000000000000990 35.0000000000000990, 27.0000000000000990 35.0000000000000990, 27.0000000000000990 34.5000000000000990, 26.5000000000000990 34.5000000000000990)))",35.0,34.5,27.0,26.5,M09G5,GFCM,Y
"SRID=4326;MULTIPOLYGON (((27.0000000000000990 34.5000000000000990, 27.0000000000000990 35.0000000000000990, 27.5000000000000990 35.0000000000000990, 27.5000000000000990 34.5000000000000990, 27.0000000000000990 34.5000000000000990)))",35.0,34.5,27.5,27.0,M09G6,GFCM,Y
"SRID=4326;MULTIPOLYGON (((27.5000000000000990 34.5000000000000990, 27.5000000000000990 35.0000000000000990, 28.0000000000000990 35.0000000000000990, 28.0000000000000990 34.5000000000000990, 27.5000000000000990 34.5000000000000990)))",35.0,34.5,28.0,27.5,M09G7,GFCM,Y
"SRID=4326;MULTIPOLYGON (((28.0000000000000990 34.5000000000000990, 28.0000000000000990 35.0000000000000990, 28.5000000000000990 35.0000000000000990, 28.5000000000000990 34.5000000000000990, 28.0000000000000990 34.5000000000000990)))",35.0,34.5,28.5,28.0,M09G8,GFCM,Y
"SRID=4326;MULTIPOLYGON (((28.5000000000000990 34.5000000000000990, 28.5000000000000990 35.0000000000000990, 29.0000000000000990 35.0000000000000990, 29.0000000000000990 34.5000000000000990, 28.5000000000000990 34.5000000000000990)))",35.0,34.5,29.0,28.5,M09G9,GFCM,Y
"SRID=4326;MULTIPOLYGON (((29.0000000000000990 34.5000000000000990, 29.0000000000000990 35.0000000000000990, 29.5000000000000990 35.0000000000000990, 29.5000000000000990 34.5000000000000990, 29.0000000000000990 34.5000000000000990)))",35.0,34.5,29.5,29.0,M09H0,GFCM,Y
"SRID=4326;MULTIPOLYGON (((29.5000000000000990 34.5000000000000990, 29.5000000000000990 35.0000000000000990, 30.0000000000000990 35.0000000000000990, 30.0000000000000990 34.5000000000000990, 29.5000000000000990 34.5000000000000990)))",35.0,34.5,30.0,29.5,M09H1,GFCM,Y
"SRID=4326;MULTIPOLYGON (((30.0000000000000990 34.5000000000000990, 30.0000000000000990 35.0000000000000990, 30.5000000000000990 35.0000000000000990, 30.5000000000000990 34.5000000000000990, 30.0000000000000990 34.5000000000000990)))",35.0,34.5,30.5,30.0,M09H2,GFCM,Y
"SRID=4326;MULTIPOLYGON (((30.5000000000000990 34.5000000000000990, 30.5000000000000990 35.0000000000000990, 31.0000000000000990 35.0000000000000990, 31.0000000000000990 34.5000000000000990, 30.5000000000000990 34.5000000000000990)))",35.0,34.5,31.0,30.5,M09H3,GFCM,Y
"SRID=4326;MULTIPOLYGON (((31.0000000000000990 34.5000000000000990, 31.0000000000000990 35.0000000000000990, 31.5000000000000990 35.0000000000000990, 31.5000000000000990 34.5000000000000990, 31.0000000000000990 34.5000000000000990)))",35.0,34.5,31.5,31.0,M09H4,GFCM,Y
"SRID=4326;MULTIPOLYGON (((31.5000000000000990 34.5000000000000990, 31.5000000000000990 35.0000000000000990, 32.0000000000000990 35.0000000000000990, 32.0000000000000990 34.5000000000000990, 31.5000000000000990 34.5000000000000990)))",35.0,34.5,32.0,31.5,M09H5,GFCM,Y
"SRID=4326;MULTIPOLYGON (((32.0000000000000990 34.5000000000000990, 32.0000000000000990 35.0000000000000990, 32.5000000000000990 35.0000000000000990, 32.5000000000000990 34.5000000000000990, 32.0000000000000990 34.5000000000000990)))",35.0,34.5,32.5,32.0,M09H6,GFCM,Y
"SRID=4326;MULTIPOLYGON (((32.5000000000000990 34.5000000000000990, 32.5000000000000990 35.0000000000000990, 33.0000000000000990 35.0000000000000990, 33.0000000000000990 34.5000000000000990, 32.5000000000000990 34.5000000000000990)))",35.0,34.5,33.0,32.5,M09H7,GFCM,Y
"SRID=4326;MULTIPOLYGON (((33.0000000000000990 34.5000000000000990, 33.0000000000000990 35.0000000000000990, 33.5000000000000990 35.0000000000000990, 33.5000000000000990 34.5000000000000990, 33.0000000000000990 34.5000000000000990)))",35.0,34.5,33.5,33.0,M09H8,GFCM,Y
"SRID=4326;MULTIPOLYGON (((33.5000000000000990 34.5000000000000990, 33.5000000000000990 35.0000000000000990, 34.0000000000000990 35.0000000000000990, 34.0000000000000990 34.5000000000000990, 33.5000000000000990 34.5000000000000990)))",35.0,34.5,34.0,33.5,M09H9,GFCM,Y
"SRID=4326;MULTIPOLYGON (((34.0000000000000990 34.5000000000000990, 34.0000000000000990 35.0000000000000990, 34.5000000000000990 35.0000000000000990, 34.5000000000000990 34.5000000000000990, 34.0000000000000990 34.5000000000000990)))",35.0,34.5,34.5,34.0,M09I0,GFCM,Y
"SRID=4326;MULTIPOLYGON (((34.5000000000000990 34.5000000000000990, 34.5000000000000990 35.0000000000000990, 35.0000000000000990 35.0000000000000990, 35.0000000000000990 34.5000000000000990, 34.5000000000000990 34.5000000000000990)))",35.0,34.5,35.0,34.5,M09I1,GFCM,Y
"SRID=4326;MULTIPOLYGON (((35.0000000000000990 34.5000000000000990, 35.0000000000000990 35.0000000000000990, 35.5000000000000990 35.0000000000000990, 35.5000000000000990 34.5000000000000990, 35.0000000000000990 34.5000000000000990)))",35.0,34.5,35.5,35.0,M09I2,GFCM,Y
"SRID=4326;MULTIPOLYGON (((35.5000000000000990 34.5000000000000990, 35.5000000000000990 35.0000000000000990, 36.0000000000000990 35.0000000000000990, 36.0000000000000990 34.5000000000000990, 35.5000000000000990 34.5000000000000990)))",35.0,34.5,36.0,35.5,M09I3,GFCM,Y
"SRID=4326;MULTIPOLYGON (((36.0000000000000990 34.5000000000000990, 36.0000000000000990 35.0000000000000990, 36.5000000000000990 35.0000000000000990, 36.5000000000000990 34.5000000000000990, 36.0000000000000990 34.5000000000000990)))",35.0,34.5,36.5,36.0,M09I4,GFCM,Y
"SRID=4326;MULTIPOLYGON (((-5.4999999999999396 35.0000000000000990, -5.4999999999999396 35.5000000000000990, -4.9999999999999396 35.5000000000000990, -4.9999999999999396 35.0000000000000990, -5.4999999999999396 35.0000000000000990)))",35.5,35.0,-5.0,-5.5,M10A1,GFCM,Y
"SRID=4326;MULTIPOLYGON (((-4.9999999999999396 35.0000000000000990, -4.9999999999999396 35.5000000000000990, -4.4999999999999396 35.5000000000000990, -4.4999999999999396 35.0000000000000990, -4.9999999999999396 35.0000000000000990)))",35.5,35.0,-4.5,-5.0,M10A2,GFCM,Y
"SRID=4326;MULTIPOLYGON (((-4.4999999999999396 35.0000000000000990, -4.4999999999999396 35.5000000000000990, -3.9999999999999400 35.5000000000000990, -3.9999999999999400 35.0000000000000990, -4.4999999999999396 35.0000000000000990)))",35.5,35.0,-4.0,-4.5,M10A3,GFCM,Y
"SRID=4326;MULTIPOLYGON (((-3.9999999999999400 35.0000000000000990, -3.9999999999999400 35.5000000000000990, -3.4999999999999400 35.5000000000000990, -3.4999999999999400 35.0000000000000990, -3.9999999999999400 35.0000000000000990)))",35.5,35.0,-3.5,-4.0,M10A4,GFCM,Y
"SRID=4326;MULTIPOLYGON (((-3.4999999999999400 35.0000000000000990, -3.4999999999999400 35.5000000000000990, -2.9999999999999400 35.5000000000000990, -2.9999999999999400 35.0000000000000990, -3.4999999999999400 35.0000000000000990)))",35.5,35.0,-3.0,-3.5,M10A5,GFCM,Y
"SRID=4326;MULTIPOLYGON (((-2.9999999999999400 35.0000000000000990, -2.9999999999999400 35.5000000000000990, -2.4999999999999400 35.5000000000000990, -2.4999999999999400 35.0000000000000990, -2.9999999999999400 35.0000000000000990)))",35.5,35.0,-2.5,-3.0,M10A6,GFCM,Y
"SRID=4326;MULTIPOLYGON (((-2.4999999999999400 35.0000000000000990, -2.4999999999999400 35.5000000000000990, -1.9999999999999400 35.5000000000000990, -1.9999999999999400 35.0000000000000990, -2.4999999999999400 35.0000000000000990)))",35.5,35.0,-2.0,-2.5,M10A7,GFCM,Y
"SRID=4326;MULTIPOLYGON (((-1.9999999999999400 35.0000000000000990, -1.9999999999999400 35.5000000000000990, -1.4999999999999400 35.5000000000000990, -1.4999999999999400 35.0000000000000990, -1.9999999999999400 35.0000000000000990)))",35.5,35.0,-1.5,-2.0,M10A8,GFCM,Y
"SRID=4326;MULTIPOLYGON (((-1.4999999999999400 35.0000000000000990, -1.4999999999999400 35.5000000000000990, -0.9999999999999431 35.5000000000000990, -0.9999999999999431 35.0000000000000990, -1.4999999999999400 35.0000000000000990)))",35.5,35.0,-1.0,-1.5,M10A9,GFCM,Y
"SRID=4326;MULTIPOLYGON (((10.5000000000000990 35.0000000000000990, 10.5000000000000990 35.5000000000000990, 11.0000000000000990 35.5000000000000990, 11.0000000000000990 35.0000000000000990, 10.5000000000000990 35.0000000000000990)))",35.5,35.0,11.0,10.5,M10D3,GFCM,Y
"SRID=4326;MULTIPOLYGON (((11.0000000000000990 35.0000000000000990, 11.0000000000000990 35.5000000000000990, 11.5000000000000990 35.5000000000000990, 11.5000000000000990 35.0000000000000990, 11.0000000000000990 35.0000000000000990)))",35.5,35.0,11.5,11.0,M10D4,GFCM,Y
"SRID=4326;MULTIPOLYGON (((11.5000000000000990 35.0000000000000990, 11.5000000000000990 35.5000000000000990, 12.0000000000000990 35.5000000000000990, 12.0000000000000990 35.0000000000000990, 11.5000000000000990 35.0000000000000990)))",35.5,35.0,12.0,11.5,M10D5,GFCM,Y
"SRID=4326;MULTIPOLYGON (((12.0000000000000990 35.0000000000000990, 12.0000000000000990 35.5000000000000990, 12.5000000000000990 35.5000000000000990, 12.5000000000000990 35.0000000000000990, 12.0000000000000990 35.0000000000000990)))",35.5,35.0,12.5,12.0,M10D6,GFCM,Y
"SRID=4326;MULTIPOLYGON (((12.5000000000000990 35.0000000000000990, 12.5000000000000990 35.5000000000000990, 13.0000000000000990 35.5000000000000990, 13.0000000000000990 35.0000000000000990, 12.5000000000000990 35.0000000000000990)))",35.5,35.0,13.0,12.5,M10D7,GFCM,Y
"SRID=4326;MULTIPOLYGON (((13.0000000000000990 35.0000000000000990, 13.0000000000000990 35.5000000000000990, 13.5000000000000990 35.5000000000000990, 13.5000000000000990 35.0000000000000990, 13.0000000000000990 35.0000000000000990)))",35.5,35.0,13.5,13.0,M10D8,GFCM,Y
"SRID=4326;MULTIPOLYGON (((13.5000000000000990 35.0000000000000990, 13.5000000000000990 35.5000000000000990, 14.0000000000000990 35.5000000000000990, 14.0000000000000990 35.0000000000000990, 13.5000000000000990 35.0000000000000990)))",35.5,35.0,14.0,13.5,M10D9,GFCM,Y
"SRID=4326;MULTIPOLYGON (((14.0000000000000990 35.0000000000000990, 14.0000000000000990 35.5000000000000990, 14.5000000000000990 35.5000000000000990, 14.5000000000000990 35.0000000000000990, 14.0000000000000990 35.0000000000000990)))",35.5,35.0,14.5,14.0,M10E0,GFCM,Y
"SRID=4326;MULTIPOLYGON (((14.5000000000000990 35.0000000000000990, 14.5000000000000990 35.5000000000000990, 15.0000000000000990 35.5000000000000990, 15.0000000000000990 35.0000000000000990, 14.5000000000000990 35.0000000000000990)))",35.5,35.0,15.0,14.5,M10E1,GFCM,Y
"SRID=4326;MULTIPOLYGON (((15.0000000000000990 35.0000000000000990, 15.0000000000000990 35.5000000000000990, 15.5000000000000990 35.5000000000000990, 15.5000000000000990 35.0000000000000990, 15.0000000000000990 35.0000000000000990)))",35.5,35.0,15.5,15.0,M10E2,GFCM,Y
"SRID=4326;MULTIPOLYGON (((15.5000000000000990 35.0000000000000990, 15.5000000000000990 35.5000000000000990, 16.0000000000000990 35.5000000000000990, 16.0000000000000990 35.0000000000000990, 15.5000000000000990 35.0000000000000990)))",35.5,35.0,16.0,15.5,M10E3,GFCM,Y
"SRID=4326;MULTIPOLYGON (((16.0000000000000990 35.0000000000000990, 16.0000000000000990 35.5000000000000990, 16.5000000000000990 35.5000000000000990, 16.5000000000000990 35.0000000000000990, 16.0000000000000990 35.0000000000000990)))",35.5,35.0,16.5,16.0,M10E4,GFCM,Y
"SRID=4326;MULTIPOLYGON (((16.5000000000000990 35.0000000000000990, 16.5000000000000990 35.5000000000000990, 17.0000000000000990 35.5000000000000990, 17.0000000000000990 35.0000000000000990, 16.5000000000000990 35.0000000000000990)))",35.5,35.0,17.0,16.5,M10E5,GFCM,Y
"SRID=4326;MULTIPOLYGON (((17.0000000000000990 35.0000000000000990, 17.0000000000000990 35.5000000000000990, 17.5000000000000990 35.5000000000000990, 17.5000000000000990 35.0000000000000990, 17.0000000000000990 35.0000000000000990)))",35.5,35.0,17.5,17.0,M10E6,GFCM,Y
"SRID=4326;MULTIPOLYGON (((17.5000000000000990 35.0000000000000990, 17.5000000000000990 35.5000000000000990, 18.0000000000000990 35.5000000000000990, 18.0000000000000990 35.0000000000000990, 17.5000000000000990 35.0000000000000990)))",35.5,35.0,18.0,17.5,M10E7,GFCM,Y
"SRID=4326;MULTIPOLYGON (((18.0000000000000990 35.0000000000000990, 18.0000000000000990 35.5000000000000990, 18.5000000000000990 35.5000000000000990, 18.5000000000000990 35.0000000000000990, 18.0000000000000990 35.0000000000000990)))",35.5,35.0,18.5,18.0,M10E8,GFCM,Y
"SRID=4326;MULTIPOLYGON (((18.5000000000000990 35.0000000000000990, 18.5000000000000990 35.5000000000000990, 19.0000000000000990 35.5000000000000990, 19.0000000000000990 35.0000000000000990, 18.5000000000000990 35.0000000000000990)))",35.5,35.0,19.0,18.5,M10E9,GFCM,Y
"SRID=4326;MULTIPOLYGON (((19.0000000000000990 35.0000000000000990, 19.0000000000000990 35.5000000000000990, 19.5000000000000990 35.5000000000000990, 19.5000000000000990 35.0000000000000990, 19.0000000000000990 35.0000000000000990)))",35.5,35.0,19.5,19.0,M10F0,GFCM,Y
"SRID=4326;MULTIPOLYGON (((19.5000000000000990 35.0000000000000990, 19.5000000000000990 35.5000000000000990, 20.0000000000000990 35.5000000000000990, 20.0000000000000990 35.0000000000000990, 19.5000000000000990 35.0000000000000990)))",35.5,35.0,20.0,19.5,M10F1,GFCM,Y
"SRID=4326;MULTIPOLYGON (((20.0000000000000990 35.0000000000000990, 20.0000000000000990 35.5000000000000990, 20.5000000000000990 35.5000000000000990, 20.5000000000000990 35.0000000000000990, 20.0000000000000990 35.0000000000000990)))",35.5,35.0,20.5,20.0,M10F2,GFCM,Y
"SRID=4326;MULTIPOLYGON (((20.5000000000000990 35.0000000000000990, 20.5000000000000990 35.5000000000000990, 21.0000000000000990 35.5000000000000990, 21.0000000000000990 35.0000000000000990, 20.5000000000000990 35.0000000000000990)))",35.5,35.0,21.0,20.5,M10F3,GFCM,Y
"SRID=4326;MULTIPOLYGON (((21.0000000000000990 35.0000000000000990, 21.0000000000000990 35.5000000000000990, 21.5000000000000990 35.5000000000000990, 21.5000000000000990 35.0000000000000990, 21.0000000000000990 35.0000000000000990)))",35.5,35.0,21.5,21.0,M10F4,GFCM,Y
"SRID=4326;MULTIPOLYGON (((21.5000000000000990 35.0000000000000990, 21.5000000000000990 35.5000000000000990, 22.0000000000000990 35.5000000000000990, 22.0000000000000990 35.0000000000000990, 21.5000000000000990 35.0000000000000990)))",35.5,35.0,22.0,21.5,M10F5,GFCM,Y
"SRID=4326;MULTIPOLYGON (((22.0000000000000990 35.0000000000000990, 22.0000000000000990 35.5000000000000990, 22.5000000000000990 35.5000000000000990, 22.5000000000000990 35.0000000000000990, 22.0000000000000990 35.0000000000000990)))",35.5,35.0,22.5,22.0,M10F6,GFCM,Y
"SRID=4326;MULTIPOLYGON (((22.5000000000000990 35.0000000000000990, 22.5000000000000990 35.5000000000000990, 23.0000000000000990 35.5000000000000990, 23.0000000000000990 35.0000000000000990, 22.5000000000000990 35.0000000000000990)))",35.5,35.0,23.0,22.5,M10F7,GFCM,Y
"SRID=4326;MULTIPOLYGON (((23.0000000000000990 35.0000000000000990, 23.0000000000000990 35.5000000000000990, 23.5000000000000990 35.5000000000000990, 23.5000000000000990 35.0000000000000990, 23.0000000000000990 35.0000000000000990)))",35.5,35.0,23.5,23.0,M10F8,GFCM,Y
"SRID=4326;MULTIPOLYGON (((23.5000000000000990 35.0000000000000990, 23.5000000000000990 35.5000000000000990, 24.0000000000000990 35.5000000000000990, 24.0000000000000990 35.0000000000000990, 23.5000000000000990 35.0000000000000990)))",35.5,35.0,24.0,23.5,M10F9,GFCM,Y
"SRID=4326;MULTIPOLYGON (((24.0000000000000990 35.0000000000000990, 24.0000000000000990 35.5000000000000990, 24.5000000000000990 35.5000000000000990, 24.5000000000000990 35.0000000000000990, 24.0000000000000990 35.0000000000000990)))",35.5,35.0,24.5,24.0,M10G0,GFCM,Y
"SRID=4326;MULTIPOLYGON (((24.5000000000000990 35.0000000000000990, 24.5000000000000990 35.5000000000000990, 25.0000000000000990 35.5000000000000990, 25.0000000000000990 35.0000000000000990, 24.5000000000000990 35.0000000000000990)))",35.5,35.0,25.0,24.5,M10G1,GFCM,Y
"SRID=4326;MULTIPOLYGON (((25.0000000000000990 35.0000000000000990, 25.0000000000000990 35.5000000000000990, 25.5000000000000990 35.5000000000000990, 25.5000000000000990 35.0000000000000990, 25.0000000000000990 35.0000000000000990)))",35.5,35.0,25.5,25.0,M10G2,GFCM,Y
"SRID=4326;MULTIPOLYGON (((25.5000000000000990 35.0000000000000990, 25.5000000000000990 35.5000000000000990, 26.0000000000000990 35.5000000000000990, 26.0000000000000990 35.0000000000000990, 25.5000000000000990 35.0000000000000990)))",35.5,35.0,26.0,25.5,M10G3,GFCM,Y
"SRID=4326;MULTIPOLYGON (((26.0000000000000990 35.0000000000000990, 26.0000000000000990 35.5000000000000990, 26.5000000000000990 35.5000000000000990, 26.5000000000000990 35.0000000000000990, 26.0000000000000990 35.0000000000000990)))",35.5,35.0,26.5,26.0,M10G4,GFCM,Y
"SRID=4326;MULTIPOLYGON (((26.5000000000000990 35.0000000000000990, 26.5000000000000990 35.5000000000000990, 27.0000000000000990 35.5000000000000990, 27.0000000000000990 35.0000000000000990, 26.5000000000000990 35.0000000000000990)))",35.5,35.0,27.0,26.5,M10G5,GFCM,Y
"SRID=4326;MULTIPOLYGON (((27.0000000000000990 35.0000000000000990, 27.0000000000000990 35.5000000000000990, 27.5000000000000990 35.5000000000000990, 27.5000000000000990 35.0000000000000990, 27.0000000000000990 35.0000000000000990)))",35.5,35.0,27.5,27.0,M10G6,GFCM,Y
"SRID=4326;MULTIPOLYGON (((27.5000000000000990 35.0000000000000990, 27.5000000000000990 35.5000000000000990, 28.0000000000000990 35.5000000000000990, 28.0000000000000990 35.0000000000000990, 27.5000000000000990 35.0000000000000990)))",35.5,35.0,28.0,27.5,M10G7,GFCM,Y
"SRID=4326;MULTIPOLYGON (((28.0000000000000990 35.0000000000000990, 28.0000000000000990 35.5000000000000990, 28.5000000000000990 35.5000000000000990, 28.5000000000000990 35.0000000000000990, 28.0000000000000990 35.0000000000000990)))",35.5,35.0,28.5,28.0,M10G8,GFCM,Y
"SRID=4326;MULTIPOLYGON (((28.5000000000000990 35.0000000000000990, 28.5000000000000990 35.5000000000000990, 29.0000000000000990 35.5000000000000990, 29.0000000000000990 35.0000000000000990, 28.5000000000000990 35.0000000000000990)))",35.5,35.0,29.0,28.5,M10G9,GFCM,Y
"SRID=4326;MULTIPOLYGON (((29.0000000000000990 35.0000000000000990, 29.0000000000000990 35.5000000000000990, 29.5000000000000990 35.5000000000000990, 29.5000000000000990 35.0000000000000990, 29.0000000000000990 35.0000000000000990)))",35.5,35.0,29.5,29.0,M10H0,GFCM,Y
"SRID=4326;MULTIPOLYGON (((29.5000000000000990 35.0000000000000990, 29.5000000000000990 35.5000000000000990, 30.0000000000000990 35.5000000000000990, 30.0000000000000990 35.0000000000000990, 29.5000000000000990 35.0000000000000990)))",35.5,35.0,30.0,29.5,M10H1,GFCM,Y
"SRID=4326;MULTIPOLYGON (((30.0000000000000990 35.0000000000000990, 30.0000000000000990 35.5000000000000990, 30.5000000000000990 35.5000000000000990, 30.5000000000000990 35.0000000000000990, 30.0000000000000990 35.0000000000000990)))",35.5,35.0,30.5,30.0,M10H2,GFCM,Y
"SRID=4326;MULTIPOLYGON (((30.5000000000000990 35.0000000000000990, 30.5000000000000990 35.5000000000000990, 31.0000000000000990 35.5000000000000990, 31.0000000000000990 35.0000000000000990, 30.5000000000000990 35.0000000000000990)))",35.5,35.0,31.0,30.5,M10H3,GFCM,Y
"SRID=4326;MULTIPOLYGON (((31.0000000000000990 35.0000000000000990, 31.0000000000000990 35.5000000000000990, 31.5000000000000990 35.5000000000000990, 31.5000000000000990 35.0000000000000990, 31.0000000000000990 35.0000000000000990)))",35.5,35.0,31.5,31.0,M10H4,GFCM,Y
"SRID=4326;MULTIPOLYGON (((31.5000000000000990 35.0000000000000990, 31.5000000000000990 35.5000000000000990, 32.0000000000000990 35.5000000000000990, 32.0000000000000990 35.0000000000000990, 31.5000000000000990 35.0000000000000990)))",35.5,35.0,32.0,31.5,M10H5,GFCM,Y
"SRID=4326;MULTIPOLYGON (((32.0000000000000990 35.0000000000000990, 32.0000000000000990 35.5000000000000990, 32.5000000000000990 35.5000000000000990, 32.5000000000000990 35.0000000000000990, 32.0000000000000990 35.0000000000000990)))",35.5,35.0,32.5,32.0,M10H6,GFCM,Y
"SRID=4326;MULTIPOLYGON (((32.5000000000000990 35.0000000000000990, 32.5000000000000990 35.5000000000000990, 33.0000000000000990 35.5000000000000990, 33.0000000000000990 35.0000000000000990, 32.5000000000000990 35.0000000000000990)))",35.5,35.0,33.0,32.5,M10H7,GFCM,Y
"SRID=4326;MULTIPOLYGON (((33.0000000000000990 35.0000000000000990, 33.0000000000000990 35.5000000000000990, 33.5000000000000990 35.5000000000000990, 33.5000000000000990 35.0000000000000990, 33.0000000000000990 35.0000000000000990)))",35.5,35.0,33.5,33.0,M10H8,GFCM,Y
"SRID=4326;MULTIPOLYGON (((33.5000000000000990 35.0000000000000990, 33.5000000000000990 35.5000000000000990, 34.0000000000000990 35.5000000000000990, 34.0000000000000990 35.0000000000000990, 33.5000000000000990 35.0000000000000990)))",35.5,35.0,34.0,33.5,M10H9,GFCM,Y
"SRID=4326;MULTIPOLYGON (((34.0000000000000990 35.0000000000000990, 34.0000000000000990 35.5000000000000990, 34.5000000000000990 35.5000000000000990, 34.5000000000000990 35.0000000000000990, 34.0000000000000990 35.0000000000000990)))",35.5,35.0,34.5,34.0,M10I0,GFCM,Y
"SRID=4326;MULTIPOLYGON (((34.5000000000000990 35.0000000000000990, 34.5000000000000990 35.5000000000000990, 35.0000000000000990 35.5000000000000990, 35.0000000000000990 35.0000000000000990, 34.5000000000000990 35.0000000000000990)))",35.5,35.0,35.0,34.5,M10I1,GFCM,Y
"SRID=4326;MULTIPOLYGON (((35.0000000000000990 35.0000000000000990, 35.0000000000000990 35.5000000000000990, 35.5000000000000990 35.5000000000000990, 35.5000000000000990 35.0000000000000990, 35.0000000000000990 35.0000000000000990)))",35.5,35.0,35.5,35.0,M10I2,GFCM,Y
